common_name	scientific_name	afrikaans_name	image	audio	family	size	habitat	colors	common_name	scientific_name	afrikaans_name	image	audio	family	size	habitat	colors
African Palm Swift	Cypsiurus parvus	Palmwindswael	https://birda.twic.pics/species/a03157df-73d7-4231-a7e1-5801a020362a/reference_images/African_Palm_Swift_-_Adult.jpg	https://xeno-canto.org/sounds/uploaded/HMBDEWEZVS/XC710191-4%20P%20Swift.mp3	Swifts	Tiny	Fynbos	['Brown', 'Grey', 'Buff']	African Palm Swift	Cypsiurus parvus	Palmwindswael	https://birda.twic.pics/species/a03157df-73d7-4231-a7e1-5801a020362a/reference_images/African_Palm_Swift_-_Adult.jpg	https://xeno-canto.org/sounds/uploaded/HMBDEWEZVS/XC710191-4%20P%20Swift.mp3	Swifts	Tiny	Fynbos	['Brown', 'Grey', 'Buff']
African Paradise Flycatcher	Terpsiphone viridis	Paradysvlieëvanger	https://birda.twic.pics/species/83326698-c898-4a01-bf47-d01cc8df2599/reference_images/African_Paradise_Flycatcher-_Male.jpg	https://xeno-canto.org/sounds/uploaded/YNFBVPUMSY/XC1073962-非洲寿带叫-埃塞俄比亚兰加诺湖畔树林内-2026-0109-1613-fostex-4022.mp3	Paradise-Flycatchers	Tiny	Woodland	['Orange', 'Black', 'White']	African Paradise Flycatcher	Terpsiphone viridis	Paradysvlieëvanger	https://birda.twic.pics/species/83326698-c898-4a01-bf47-d01cc8df2599/reference_images/African_Paradise_Flycatcher-_Male.jpg	https://xeno-canto.org/sounds/uploaded/YNFBVPUMSY/XC1073962-非洲寿带叫-埃塞俄比亚兰加诺湖畔树林内-2026-0109-1613-fostex-4022.mp3	Paradise-Flycatchers	Tiny	Woodland	['Orange', 'Black', 'White']
African Penguin	Spheniscus demersus	Brilpikkewyn	https://birda.twic.pics/species/2260f1f1-9dd9-43b0-bc46-a5721ab7171f/reference_images/Arican_Penguin.jpg	https://xeno-canto.org/sounds/uploaded/QXGZDUUJUO/XC1072679-African-penguin-Cape-town-%E4%B9%9E%E9%A3%9F-260114-182110_Tr1.mp3	Penguins	Very Large	Marine	['Black', 'White']	African Penguin	Spheniscus demersus	Brilpikkewyn	https://birda.twic.pics/species/2260f1f1-9dd9-43b0-bc46-a5721ab7171f/reference_images/Arican_Penguin.jpg	https://xeno-canto.org/sounds/uploaded/QXGZDUUJUO/XC1072679-African-penguin-Cape-town-%E4%B9%9E%E9%A3%9F-260114-182110_Tr1.mp3	Penguins	Very Large	Marine	['Black', 'White']
African Pied Wagtail	Motacilla aguimp	Bontkwikkie	https://birda.twic.pics/species/6b1c615c-d604-484a-bf82-7da1b8d24a61/reference_images/African_Pied_Wagtail.jpg	https://xeno-canto.org/sounds/uploaded/YSGTQVRQZI/XC1007245-20240221_KNP_NSerpa_XA60_A001C089_2402212W_CANON_SLE_1kHzHP_-3dBNORM_split.mp3	Wagtails	Small	Rivers	['Black', 'White']	African Pied Wagtail	Motacilla aguimp	Bontkwikkie	https://birda.twic.pics/species/6b1c615c-d604-484a-bf82-7da1b8d24a61/reference_images/African_Pied_Wagtail.jpg	https://xeno-canto.org/sounds/uploaded/YSGTQVRQZI/XC1007245-20240221_KNP_NSerpa_XA60_A001C089_2402212W_CANON_SLE_1kHzHP_-3dBNORM_split.mp3	Wagtails	Small	Rivers	['Black', 'White']
African Pipit	Anthus cinnamomeus	Gewone Koester	https://birda.twic.pics/species/43d10f29-e145-4ad6-b029-652aaf8ab8f6/reference_images/African_Pipit_-_Adult.jpg	https://xeno-canto.org/sounds/uploaded/EDRTTPSCEN/XC1046899-Pipit-africain-250210_0800_12CA_Rwanda_Ruhongo_MKH8060_MixPre-217.mp3	Pipits	Small	Grassland	['Brown', 'Buff', 'White']	African Pipit	Anthus cinnamomeus	Gewone Koester	https://birda.twic.pics/species/43d10f29-e145-4ad6-b029-652aaf8ab8f6/reference_images/African_Pipit_-_Adult.jpg	https://xeno-canto.org/sounds/uploaded/EDRTTPSCEN/XC1046899-Pipit-africain-250210_0800_12CA_Rwanda_Ruhongo_MKH8060_MixPre-217.mp3	Pipits	Small	Grassland	['Brown', 'Buff', 'White']
African Pitta	Pitta angolensis	Angolapitta	https://cdn.sabirds.app/african-pygmy-goose/1_medium.webp	https://xeno-canto.org/sounds/uploaded/IIJAXHKSCC/XC854347-african-pitta-%28call%29-kasankaNP%2CZAMBIA_20231204_052028_01.mp3	Pittas	Medium	Forest	['Green', 'Blue', 'Red']	African Pitta	Pitta angolensis	Angolapitta	https://cdn.sabirds.app/african-pygmy-goose/1_medium.webp	https://xeno-canto.org/sounds/uploaded/IIJAXHKSCC/XC854347-african-pitta-%28call%29-kasankaNP%2CZAMBIA_20231204_052028_01.mp3	Pittas	Medium	Forest	['Green', 'Blue', 'Red']
African Pygmy Goose	Nettapus auritus	Dwerggans	https://birda.twic.pics/species/a584bfab-b6d8-4d60-ae1c-a788a5a5a88f/reference_images/African_Pygmy_Goose-_Male-_Swimmin.jpg	https://xeno-canto.org/sounds/uploaded/RDCYTRBPDJ/XC647147-African%20Pygmy%20Goose%20-%20N.%20auritus%20-%20Song%20-%20DN%20-%20Nylsvlei%20-%2022%20March%202008.mp3	Ducks	Large	Wetland	['Green', 'White', 'Orange']	African Pygmy Goose	Nettapus auritus	Dwerggans	https://birda.twic.pics/species/a584bfab-b6d8-4d60-ae1c-a788a5a5a88f/reference_images/African_Pygmy_Goose-_Male-_Swimmin.jpg	https://xeno-canto.org/sounds/uploaded/RDCYTRBPDJ/XC647147-African%20Pygmy%20Goose%20-%20N.%20auritus%20-%20Song%20-%20DN%20-%20Nylsvlei%20-%2022%20March%202008.mp3	Ducks	Large	Wetland	['Green', 'White', 'Orange']
African Pygmy Kingfisher	Ispidina picta	Dwergvisvanger	https://birda.twic.pics/species/650e6e65-4749-4b4e-8c10-cb28599a0939/reference_images/African_Pygmy_Kingfisher.jpg	https://xeno-canto.org/sounds/uploaded/NCMDETQXEN/XC1072775-251229-123857_Ispidina_Saltinho-Sul.mp3	Kingfishers	Tiny	Forest	['Blue', 'Orange', 'Purple']	African Pygmy Kingfisher	Ispidina picta	Dwergvisvanger	https://birda.twic.pics/species/650e6e65-4749-4b4e-8c10-cb28599a0939/reference_images/African_Pygmy_Kingfisher.jpg	https://xeno-canto.org/sounds/uploaded/NCMDETQXEN/XC1072775-251229-123857_Ispidina_Saltinho-Sul.mp3	Kingfishers	Tiny	Forest	['Blue', 'Orange', 'Purple']
African Rail	Rallus caerulescens	Grootriethaan	https://birda.twic.pics/species/2b93be66-a1de-4d19-8146-40531112fc5f/reference_images/African_Rail.jpg	https://xeno-canto.org/sounds/uploaded/FHQVLXJQKW/XC899642-African-Rail-1.mp3	Rails	Medium	Wetland	['Brown', 'Grey', 'Red']	African Rail	Rallus caerulescens	Grootriethaan	https://birda.twic.pics/species/2b93be66-a1de-4d19-8146-40531112fc5f/reference_images/African_Rail.jpg	https://xeno-canto.org/sounds/uploaded/FHQVLXJQKW/XC899642-African-Rail-1.mp3	Rails	Medium	Wetland	['Brown', 'Grey', 'Red']
African Red-eyed Bulbul	Pycnonotus nigricans	Rooioogtiptol	https://birda.twic.pics/species/d4d9e9df-5f1e-409b-acad-17eedbbd03b4/reference_images/African_Red-eyed_Bulbul.jpg	https://xeno-canto.org/sounds/uploaded/JDCTKFMBKV/XC540999-BulbulARedeyed_Fleurdal_20200401a.MP3	Bulbuls	Small	Fynbos	['Brown', 'Red', 'Yellow']	African Red-eyed Bulbul	Pycnonotus nigricans	Rooioogtiptol	https://birda.twic.pics/species/d4d9e9df-5f1e-409b-acad-17eedbbd03b4/reference_images/African_Red-eyed_Bulbul.jpg	https://xeno-canto.org/sounds/uploaded/JDCTKFMBKV/XC540999-BulbulARedeyed_Fleurdal_20200401a.MP3	Bulbuls	Small	Fynbos	['Brown', 'Red', 'Yellow']
African Rock Pipit	Anthus crenatus	Klipkoester	https://birda.twic.pics/species/b4da93f0-11fd-4780-872f-1799a2efb024/reference_images/African_Rock_Pipit.jpg	https://xeno-canto.org/sounds/uploaded/JDCTKFMBKV/XC1018514-PipitAfricanRock_KloofeindBloemfontein_20250716_Lsp5.mp3	Pipits	Small	Grassland	['Brown', 'White', 'Yellow']	African Rock Pipit	Anthus crenatus	Klipkoester	https://birda.twic.pics/species/b4da93f0-11fd-4780-872f-1799a2efb024/reference_images/African_Rock_Pipit.jpg	https://xeno-canto.org/sounds/uploaded/JDCTKFMBKV/XC1018514-PipitAfricanRock_KloofeindBloemfontein_20250716_Lsp5.mp3	Pipits	Small	Grassland	['Brown', 'White', 'Yellow']
African Sacred Ibis	Threskiornis aethiopicus	Skoorsteenveër	https://birda.twic.pics/species/99605d45-0bbe-400a-88d6-4ee725603108/reference_images/African_Sacred_Ibis_-_Adult.jpg	https://xeno-canto.org/sounds/uploaded/YSGTQVRQZI/XC1016676-20250516_MZM_AKaramitsos_A036C046_250516RW_CANON_SLE_1kHzHP_-3dBNORM_split_shorter.mp3	Ibises	Very Large	Wetland	['White', 'Black']	African Sacred Ibis	Threskiornis aethiopicus	Skoorsteenveër	https://birda.twic.pics/species/99605d45-0bbe-400a-88d6-4ee725603108/reference_images/African_Sacred_Ibis_-_Adult.jpg	https://xeno-canto.org/sounds/uploaded/YSGTQVRQZI/XC1016676-20250516_MZM_AKaramitsos_A036C046_250516RW_CANON_SLE_1kHzHP_-3dBNORM_split_shorter.mp3	Ibises	Very Large	Wetland	['White', 'Black']
African Scops Owl	Otus senegalensis	Skopsuil	https://birda.twic.pics/species/7e758045-5b0e-486a-8461-88a2cda2fcaf/reference_images/African_Scops_Owl.jpg	https://xeno-canto.org/sounds/uploaded/OYXLQBTHRH/XC1059307-251026-001842_003_Otus-senegalensis_YB.mp3	Owls	Medium	Woodland	['Grey', 'Brown']	African Scops Owl	Otus senegalensis	Skopsuil	https://birda.twic.pics/species/7e758045-5b0e-486a-8461-88a2cda2fcaf/reference_images/African_Scops_Owl.jpg	https://xeno-canto.org/sounds/uploaded/OYXLQBTHRH/XC1059307-251026-001842_003_Otus-senegalensis_YB.mp3	Owls	Medium	Woodland	['Grey', 'Brown']
African Skimmer	Rynchops flavirostris	Waterploeër	https://birda.twic.pics/species/95db973e-7744-4212-a19c-1fe4ea03ac43/reference_images/Antarctic_Tern-_Breeding.jpg	https://xeno-canto.org/sounds/uploaded/GNEWSLMDAM/XC608119-AFRICAN%20SKIMMERS%202%20Kazinga%20Channel%20May%2020%20PG1635.mp3	Skimmers	Medium	Wetland	['Black', 'White', 'Orange']	African Skimmer	Rynchops flavirostris	Waterploeër	https://birda.twic.pics/species/95db973e-7744-4212-a19c-1fe4ea03ac43/reference_images/Antarctic_Tern-_Breeding.jpg	https://xeno-canto.org/sounds/uploaded/GNEWSLMDAM/XC608119-AFRICAN%20SKIMMERS%202%20Kazinga%20Channel%20May%2020%20PG1635.mp3	Skimmers	Medium	Wetland	['Black', 'White', 'Orange']
African Snipe	Gallinago nigripennis	Afrikaanse Snip	https://cdn.sabirds.app/african-spoonbill/1_medium.webp	https://xeno-canto.org/sounds/uploaded/HMBDEWEZVS/XC495341-2%20Female%20snipe%20moorhen.mp3	Snipes	Medium	Wetland	['Brown', 'Buff', 'White']	African Snipe	Gallinago nigripennis	Afrikaanse Snip	https://cdn.sabirds.app/african-spoonbill/1_medium.webp	https://xeno-canto.org/sounds/uploaded/HMBDEWEZVS/XC495341-2%20Female%20snipe%20moorhen.mp3	Snipes	Medium	Wetland	['Brown', 'Buff', 'White']
African Spoonbill	Platalea alba	Lepelaar	https://birda.twic.pics/species/a4aa1698-1383-4293-9273-441b8a206684/reference_images/African_Spoonbill.jpg	https://xeno-canto.org/sounds/uploaded/HMBDEWEZVS/XC611674-1%20Spoonbill.mp3	Spoonbills	Very Large	Wetland	['White', 'Pink', 'Red']	African Spoonbill	Platalea alba	Lepelaar	https://birda.twic.pics/species/a4aa1698-1383-4293-9273-441b8a206684/reference_images/African_Spoonbill.jpg	https://xeno-canto.org/sounds/uploaded/HMBDEWEZVS/XC611674-1%20Spoonbill.mp3	Spoonbills	Very Large	Wetland	['White', 'Pink', 'Red']
African Spotted Creeper	Salpornis salvadori	Afrikaanse Boomkruiper	https://cdn.sabirds.app/african-stonechat/1_medium.webp	https://xeno-canto.org/sounds/uploaded/IIJAXHKSCC/XC810314-African-spotted-creeper-%28song%29-northswaka%2CMkushi%2CZAMBIA_20230618_080345_01.mp3	Creepers	Tiny	Woodland	['Brown', 'White']	African Spotted Creeper	Salpornis salvadori	Afrikaanse Boomkruiper	https://cdn.sabirds.app/african-stonechat/1_medium.webp	https://xeno-canto.org/sounds/uploaded/IIJAXHKSCC/XC810314-African-spotted-creeper-%28song%29-northswaka%2CMkushi%2CZAMBIA_20230618_080345_01.mp3	Creepers	Tiny	Woodland	['Brown', 'White']
African Stonechat	Saxicola torquatus	Gewone Bontrokkie	https://birda.twic.pics/species/25c21d97-d390-4fa2-b502-e7f0a4beb3f0/reference_images/African_Stonechat_-_Male.jpg	https://xeno-canto.org/sounds/uploaded/RGSEIIJGHA/XC1021963-AfricanStonechat_MontHeha_250726_4600b_edited.mp3	Chats	Tiny	Fynbos	['Black', 'Orange', 'White']	African Stonechat	Saxicola torquatus	Gewone Bontrokkie	https://birda.twic.pics/species/25c21d97-d390-4fa2-b502-e7f0a4beb3f0/reference_images/African_Stonechat_-_Male.jpg	https://xeno-canto.org/sounds/uploaded/RGSEIIJGHA/XC1021963-AfricanStonechat_MontHeha_250726_4600b_edited.mp3	Chats	Tiny	Fynbos	['Black', 'Orange', 'White']
African Swamphen	Porphyrio madagascariensis	Grootkoningriethaan	https://birda.twic.pics/species/31b57c40-540e-4b25-8e3b-59cd32b338f3/reference_images/African_Swamphen.jpg	https://xeno-canto.org/sounds/uploaded/LELYWQKUZX/XC976833-Porphyrio-madagascariensis-052_30.01.-Fort-Dafin,---Vangaindrano,-дорога,-Ebakika,-болото,-15-30,AA.mp3	Swamphens	Large	Wetland	['Brown', 'Grey', 'Red']	African Swamphen	Porphyrio madagascariensis	Grootkoningriethaan	https://birda.twic.pics/species/31b57c40-540e-4b25-8e3b-59cd32b338f3/reference_images/African_Swamphen.jpg	https://xeno-canto.org/sounds/uploaded/LELYWQKUZX/XC976833-Porphyrio-madagascariensis-052_30.01.-Fort-Dafin,---Vangaindrano,-дорога,-Ebakika,-болото,-15-30,AA.mp3	Swamphens	Large	Wetland	['Brown', 'Grey', 'Red']
African Wattled Lapwing	Vanellus senegallus	Lelkiewiet	https://birda.twic.pics/species/dcc7f350-0567-4cf3-a72d-ef65350e35d8/reference_images/African_Wattled_Lapwing_-_Adult_2.jpg	https://xeno-canto.org/sounds/uploaded/THHNKSHUMO/XC1061793-260122_0148Vanneau-du-s%C3%A9n%C3%A9gal-autre.mp3	Lapwings	Medium	Wetland	['Brown', 'White', 'Yellow']	African Wattled Lapwing	Vanellus senegallus	Lelkiewiet	https://birda.twic.pics/species/dcc7f350-0567-4cf3-a72d-ef65350e35d8/reference_images/African_Wattled_Lapwing_-_Adult_2.jpg	https://xeno-canto.org/sounds/uploaded/THHNKSHUMO/XC1061793-260122_0148Vanneau-du-s%C3%A9n%C3%A9gal-autre.mp3	Lapwings	Medium	Wetland	['Brown', 'White', 'Yellow']
African Wood Owl	Strix woodfordii	Bosuil	https://birda.twic.pics/species/8f11a40f-1630-4eae-bced-5392863ee57d/reference_images/African_Wood_Owl-_New.jpg	https://xeno-canto.org/sounds/uploaded/THHNKSHUMO/XC1052937-041-Engoulevent-%C3%A0-%C3%A9paulettes-noires-et-chouette-africaine260123_0208.mp3	Owls	Large	Forest	['Brown', 'White']	African Wood Owl	Strix woodfordii	Bosuil	https://birda.twic.pics/species/8f11a40f-1630-4eae-bced-5392863ee57d/reference_images/African_Wood_Owl-_New.jpg	https://xeno-canto.org/sounds/uploaded/THHNKSHUMO/XC1052937-041-Engoulevent-%C3%A0-%C3%A9paulettes-noires-et-chouette-africaine260123_0208.mp3	Owls	Large	Forest	['Brown', 'White']
African Woolly-necked Stork	Ciconia microscelis	Wolnekooievaar	https://cdn.sabirds.app/african-woolly-necked-stork/1_medium.webp	no audio found	Storks	Very Large	Wetland	['White', 'Black', 'Red']	African Woolly-necked Stork	Ciconia microscelis	Wolnekooievaar	https://cdn.sabirds.app/african-woolly-necked-stork/1_medium.webp	no audio found	Storks	Very Large	Wetland	['White', 'Black', 'Red']
Agulhas Long-billed Lark	Certhilauda brevirostris	Overberglangbeklewerik	https://cdn.sabirds.app/allens-gallinule/1_medium.webp	https://xeno-canto.org/sounds/uploaded/YTUXOCTUEM/XC523687-Certhilauda_brevirostris-FL%20song%20N%20of%20AloeCanyons19Nov19%207.59am%20LS116299a.mp3	Larks	Small	Fynbos	['Brown', 'Buff', 'Grey']	Agulhas Long-billed Lark	Certhilauda brevirostris	Overberglangbeklewerik	https://cdn.sabirds.app/allens-gallinule/1_medium.webp	https://xeno-canto.org/sounds/uploaded/YTUXOCTUEM/XC523687-Certhilauda_brevirostris-FL%20song%20N%20of%20AloeCanyons19Nov19%207.59am%20LS116299a.mp3	Larks	Small	Fynbos	['Brown', 'Buff', 'Grey']
Allen's Gallinule	Porphyrio alleni	Kleinkoningriethaan	https://birda.twic.pics/species/b4cfc09b-8257-4aa3-a3f3-6781e3c08ef1/reference_images/Allens_Gallinule-_Non-breeding.jpg	https://xeno-canto.org/sounds/uploaded/YTUXOCTUEM/XC1041469-Porphyrio_alleni-FL-calls-Djoudj-NP-19Jan24-8am-LS119408.mp3	Swamphens	Medium	Wetland	['Purple', 'Green', 'Red']	Allen's Gallinule	Porphyrio alleni	Kleinkoningriethaan	https://birda.twic.pics/species/b4cfc09b-8257-4aa3-a3f3-6781e3c08ef1/reference_images/Allens_Gallinule-_Non-breeding.jpg	https://xeno-canto.org/sounds/uploaded/YTUXOCTUEM/XC1041469-Porphyrio_alleni-FL-calls-Djoudj-NP-19Jan24-8am-LS119408.mp3	Swamphens	Medium	Wetland	['Purple', 'Green', 'Red']
Alpine Swift	Tachymarptis melba	Witpenswindswael	https://birda.twic.pics/species/34b1be56-59f4-4e10-be3b-0390fc7e2731/reference_images/Alpine_Swift.jpg	https://xeno-canto.org/sounds/uploaded/LZQLFVKQZX/XC1056600-250802_0650T_Tacmel_Thessaloniki_eds.mp3	Swifts	Medium	Rocky	['Brown', 'White']	Alpine Swift	Tachymarptis melba	Witpenswindswael	https://birda.twic.pics/species/34b1be56-59f4-4e10-be3b-0390fc7e2731/reference_images/Alpine_Swift.jpg	https://xeno-canto.org/sounds/uploaded/LZQLFVKQZX/XC1056600-250802_0650T_Tacmel_Thessaloniki_eds.mp3	Swifts	Medium	Rocky	['Brown', 'White']
American Golden Plover	Pluvialis dominica	Amerikaanse Goue Strandkiewiet	https://birda.twic.pics/species/97909087-60ab-475d-af50-d5fc6822eadb/reference_images/American_Golden_Plover_-_Summer.jpg	https://xeno-canto.org/sounds/uploaded/YPDXKAZUZN/XC1046370-Pluvier-bronze-m-chant-3-14062022---Barrow---Alaska.mp3	Plovers	Medium	Grassland	['Yellow', 'Brown', 'White', 'Black']	American Golden Plover	Pluvialis dominica	Amerikaanse Goue Strandkiewiet	https://birda.twic.pics/species/97909087-60ab-475d-af50-d5fc6822eadb/reference_images/American_Golden_Plover_-_Summer.jpg	https://xeno-canto.org/sounds/uploaded/YPDXKAZUZN/XC1046370-Pluvier-bronze-m-chant-3-14062022---Barrow---Alaska.mp3	Plovers	Medium	Grassland	['Yellow', 'Brown', 'White', 'Black']
American Purple Gallinule	Porphyrio martinica	Amerikaanse Koningriethaan	https://birda.twic.pics/species/9aa72663-4358-4930-aa0c-b7802ec0c8c5/reference_images/Purple_Gallinule.jpg	https://xeno-canto.org/sounds/uploaded/CHDHFSVVIN/XC496465-1878%20Porphyrio%20martinicus%20%28calls%29UA7_Anhembi_SP_181216_FIG.mp3	Swamphens	Large	Wetland	['Purple', 'Brown', 'Grey', 'Red']	American Purple Gallinule	Porphyrio martinica	Amerikaanse Koningriethaan	https://birda.twic.pics/species/9aa72663-4358-4930-aa0c-b7802ec0c8c5/reference_images/Purple_Gallinule.jpg	https://xeno-canto.org/sounds/uploaded/CHDHFSVVIN/XC496465-1878%20Porphyrio%20martinicus%20%28calls%29UA7_Anhembi_SP_181216_FIG.mp3	Swamphens	Large	Wetland	['Purple', 'Brown', 'Grey', 'Red']
Amethyst Sunbird	Chalcomitra amethystina	Swartsuikerbekkie	https://birda.twic.pics/species/34d875c9-6cab-4b4d-a627-1347eb78db1f/reference_images/Amethyst_Sunbird-_Male.jpg	https://xeno-canto.org/sounds/uploaded/YSGTQVRQZI/XC1073606-20251225_CPT_AKaramitsos_XA60_A013C108_251225DE_SLE_-3dB_ASunbird.mp3	Sunbirds	Tiny	Woodland	['Black', 'Purple', 'Green']	Amethyst Sunbird	Chalcomitra amethystina	Swartsuikerbekkie	https://birda.twic.pics/species/34d875c9-6cab-4b4d-a627-1347eb78db1f/reference_images/Amethyst_Sunbird-_Male.jpg	https://xeno-canto.org/sounds/uploaded/YSGTQVRQZI/XC1073606-20251225_CPT_AKaramitsos_XA60_A013C108_251225DE_SLE_-3dB_ASunbird.mp3	Sunbirds	Tiny	Woodland	['Black', 'Purple', 'Green']
Amsterdam Albatross	Diomedea amsterdamensis	Amsterdamalbatros	https://birda.twic.pics/species/d1ea3464-991a-4c42-82d3-c5d8e00164e8/reference_images/Amsterdam_Albatross-_Flying.jpg	no audio found	Albatrosses	Very Large	Marine	['White', 'Black', 'Grey']	Amsterdam Albatross	Diomedea amsterdamensis	Amsterdamalbatros	https://birda.twic.pics/species/d1ea3464-991a-4c42-82d3-c5d8e00164e8/reference_images/Amsterdam_Albatross-_Flying.jpg	no audio found	Albatrosses	Very Large	Marine	['White', 'Black', 'Grey']
Amur Falcon	Falco amurensis	Oostelike Rooipootvalk	https://birda.twic.pics/species/918ba15d-ba4f-4a09-bc42-ba13502a1f67/reference_images/Amur_Falcon-_Male.jpg	https://xeno-canto.org/sounds/uploaded/NWTKEXMKCA/XC1001998-Amur-Falcon_Chinggis.mp3	Falcons	Medium	Grassland	['Grey', 'Orange', 'White']	Amur Falcon	Falco amurensis	Oostelike Rooipootvalk	https://birda.twic.pics/species/918ba15d-ba4f-4a09-bc42-ba13502a1f67/reference_images/Amur_Falcon-_Male.jpg	https://xeno-canto.org/sounds/uploaded/NWTKEXMKCA/XC1001998-Amur-Falcon_Chinggis.mp3	Falcons	Medium	Grassland	['Grey', 'Orange', 'White']
Ant-eating Chat	Myrmecocichla formicivora	Swartpiek	https://birda.twic.pics/species/04ef3cf7-d91c-4524-92f3-ae7259c14896/reference_images/Ant-eating_Chat-_Male_.jpg	https://xeno-canto.org/sounds/uploaded/JDCTKFMBKV/XC981507-ChatAnteating_WilliamstripJPad_20250316.mp3	Chats	Small	Grassland	['Brown', 'Pink']	Ant-eating Chat	Myrmecocichla formicivora	Swartpiek	https://birda.twic.pics/species/04ef3cf7-d91c-4524-92f3-ae7259c14896/reference_images/Ant-eating_Chat-_Male_.jpg	https://xeno-canto.org/sounds/uploaded/JDCTKFMBKV/XC981507-ChatAnteating_WilliamstripJPad_20250316.mp3	Chats	Small	Grassland	['Brown', 'Pink']
Antarctic Petrel	Thalassoica antarctica	Antarktiese Stormvoël	https://birda.twic.pics/species/d67d11da-fc4a-44f5-8927-974c49eb558b/reference_images/Antarctic_Petrel-_Flying_2.jpg	https://xeno-canto.org/sounds/uploaded/TLPLNAINFU/XC965505-24112022_012_Tr1_2428-Antarktispetrell-F3em272-TOR.mp3	Petrels	Large	Marine	['Grey', 'Brown', 'White']	Antarctic Petrel	Thalassoica antarctica	Antarktiese Stormvoël	https://birda.twic.pics/species/d67d11da-fc4a-44f5-8927-974c49eb558b/reference_images/Antarctic_Petrel-_Flying_2.jpg	https://xeno-canto.org/sounds/uploaded/TLPLNAINFU/XC965505-24112022_012_Tr1_2428-Antarktispetrell-F3em272-TOR.mp3	Petrels	Large	Marine	['Grey', 'Brown', 'White']
Antarctic Prion	Pachyptila desolata	Antarktiese Walvisvoël	https://birda.twic.pics/species/060398d3-e8cb-4e0d-b271-9452d3f625d9/reference_images/Antarctic_Prion-_Flying.jpg	https://xeno-canto.org/sounds/uploaded/BPPAITBCEX/XC622658-Prion_de_la_D%C3%A9solation.mp3	Prions	Medium	Marine	['Grey', 'Brown', 'White']	Antarctic Prion	Pachyptila desolata	Antarktiese Walvisvoël	https://birda.twic.pics/species/060398d3-e8cb-4e0d-b271-9452d3f625d9/reference_images/Antarctic_Prion-_Flying.jpg	https://xeno-canto.org/sounds/uploaded/BPPAITBCEX/XC622658-Prion_de_la_D%C3%A9solation.mp3	Prions	Medium	Marine	['Grey', 'Brown', 'White']
Antarctic Tern	Sterna vittata	Grysborssterretjie	https://birda.twic.pics/species/459a35dd-3aaf-4236-ab6e-ae6112133662/reference_images/Arctic_Tern.jpg	https://xeno-canto.org/sounds/uploaded/UDDNOHEKEN/XC269554-Tern%2C%20Antarctic%20%282%29%3B%20Bird%20Island%20EC%2013-08-2015%201800.mp3	Terns	Medium	Marine	['White', 'Grey', 'Red']	Antarctic Tern	Sterna vittata	Grysborssterretjie	https://birda.twic.pics/species/459a35dd-3aaf-4236-ab6e-ae6112133662/reference_images/Arctic_Tern.jpg	https://xeno-canto.org/sounds/uploaded/UDDNOHEKEN/XC269554-Tern%2C%20Antarctic%20%282%29%3B%20Bird%20Island%20EC%2013-08-2015%201800.mp3	Terns	Medium	Marine	['White', 'Grey', 'Red']
Arctic Tern	Sterna paradisaea	Arktiese Sterretjie	https://birda.twic.pics/species/18d32904-263e-4f6b-ac7d-cc72739b807e/reference_images/Black-headed_Gull.jpg	https://xeno-canto.org/sounds/uploaded/YPDXKAZUZN/XC1045887-Sterne-arctique-cris-08062022---Nome---Alaska.mp3	Terns	Medium	Coastal	['White', 'Grey', 'Red']	Arctic Tern	Sterna paradisaea	Arktiese Sterretjie	https://birda.twic.pics/species/18d32904-263e-4f6b-ac7d-cc72739b807e/reference_images/Black-headed_Gull.jpg	https://xeno-canto.org/sounds/uploaded/YPDXKAZUZN/XC1045887-Sterne-arctique-cris-08062022---Nome---Alaska.mp3	Terns	Medium	Coastal	['White', 'Grey', 'Red']
Arnot's Chat	Myrmecocichla arnotti	Bontpiek	https://birda.twic.pics/species/aa03f501-dc23-4862-af19-f7db37ac499c/reference_images/Arnots_Chat-_Male.jpg	https://xeno-canto.org/sounds/uploaded/IIJAXHKSCC/XC932697-arnotts-chat-%28call%29-LazyJ%2CLusaka%2CZAMBIA_20240511_094359.mp3	Chats	Small	Woodland	['Black', 'White']	Arnot's Chat	Myrmecocichla arnotti	Bontpiek	https://birda.twic.pics/species/aa03f501-dc23-4862-af19-f7db37ac499c/reference_images/Arnots_Chat-_Male.jpg	https://xeno-canto.org/sounds/uploaded/IIJAXHKSCC/XC932697-arnotts-chat-%28call%29-LazyJ%2CLusaka%2CZAMBIA_20240511_094359.mp3	Chats	Small	Woodland	['Black', 'White']
